shipment_id,exporter_name,importer_name,exporter_country,importer_country,country,hs_code,value_usd,ship_date
S00006121,EXPORTER_00281,IMPORTER_02630,TR,GB,TR,040400,57521.09,2024-03-22
S00006122,EXPORTER_03341,IMPORTER_03709,AE,IL,AE,100202,65113.51,2024-02-07
S00006123,EXPORTER_00019,IMPORTER_00896,BR,IL,BR,060402,69224.11,2024-12-15
S00006124,EXPORTER_00009,IMPORTER_00084,TR,AE,TR,040201,9947.75,2023-02-17
S00006125,EXPORTER_00576,IMPORTER_00911,JP,MX,JP,320301,80589.56,2024-08-06
S00006126,EXPORTER_00680,IMPORTER_02842,MX,IL,MX,190301,71626.18,2023-08-02
S00006127,EXPORTER_00727,IMPORTER_02127,FR,CA,FR,380400,53827.08,2024-12-27
S00006128,EXPORTER_02810,IMPORTER_02752,SE,IN,SE,250102,84982.45,2024-06-09
S00006129,EXPORTER_03053,IMPORTER_03172,US,CA,US,110101,89795.56,2023-07-19
S00006130,EXPORTER_00192,IMPORTER_01278,IT,IN,IT,120400,38447.42,2024-08-27
S00006131,EXPORTER_03256,IMPORTER_00295,KR,IN,KR,470100,76343.12,2024-05-14
S00006132,EXPORTER_03521,IMPORTER_00660,NL,CA,NL,370202,41446.29,2023-10-30
S00006133,EXPORTER_00002,IMPORTER_00507,US,IT,US,140201,75853.48,2024-04-23
S00006134,EXPORTER_03047,IMPORTER_00815,CN,BR,CN,470302,73708.41,2024-03-16
S00006135,EXPORTER_00456,IMPORTER_00743,KR,SG,KR,280400,76748.03,2023-05-17
S00006136,EXPORTER_02369,IMPORTER_00545,SE,IT,SE,260402,6526.69,2024-07-16
S00006137,EXPORTER_03470,IMPORTER_01568,KR,MX,KR,290002,35245.08,2024-12-27
S00006138,EXPORTER_02719,IMPORTER_01969,VN,US,VN,420400,36199.81,2024-04-23
S00006139,EXPORTER_01854,IMPORTER_01392,IT,MX,IT,140201,51291.4,2023-12-20
S00006140,EXPORTER_01663,IMPORTER_01273,SG,KR,SG,160201,11230.45,2024-01-12
S00006141,EXPORTER_00873,IMPORTER_02068,MX,VN,MX,180000,17185.9,2024-11-13
S00006142,EXPORTER_02237,IMPORTER_02844,IN,VN,IN,370002,15732.41,2023-01-18
S00006143,EXPORTER_00662,IMPORTER_01083,ES,US,ES,350301,89694.59,2024-02-17
S00006144,EXPORTER_03746,IMPORTER_02287,TR,KR,TR,480400,63670.27,2023-01-31
S00006145,EXPORTER_01193,IMPORTER_02629,JP,TR,JP,410201,71388.63,2023-08-29
S00006146,EXPORTER_02384,IMPORTER_01835,IT,JP,IT,460301,20605.43,2024-05-15
S00006147,EXPORTER_02138,IMPORTER_01339,IT,SG,IT,050302,30531.22,2023-04-13
S00006148,EXPORTER_02171,IMPORTER_01662,VN,MX,VN,350201,2357.03,2024-11-25
S00006149,EXPORTER_03533,IMPORTER_03548,TR,TR,TR,330100,81300.57,2023-04-30
S00006150,EXPORTER_03520,IMPORTER_03737,VN,SG,VN,360001,56973.32,2024-11-26
S00006151,EXPORTER_00322,IMPORTER_02609,IL,CA,IL,310002,33481.44,2024-09-17
S00006152,EXPORTER_02070,IMPORTER_01797,IT,CA,IT,270101,34769.54,2024-12-23
S00006153,EXPORTER_02419,IMPORTER_00381,VN,IN,VN,360401,753.85,2024-04-25
S00006154,EXPORTER_03334,IMPORTER_04000,GB,FR,GB,040301,69948.0,2024-08-23
S00006155,EXPORTER_00087,IMPORTER_02037,IN,ES,IN,220002,77217.56,2023-06-06
S00006156,EXPORTER_03737,IMPORTER_01773,FR,AE,FR,090101,70563.12,2024-12-31
S00006157,EXPORTER_03245,IMPORTER_01359,GB,SG,GB,230002,10931.66,2023-06-04
S00006158,EXPORTER_02293,IMPORTER_02187,GB,SG,GB,080001,32907.56,2023-04-13
S00006159,EXPORTER_00326,IMPORTER_01314,CA,IN,CA,390302,73796.02,2023-01-13
S00006160,EXPORTER_02159,IMPORTER_01616,IL,TR,IL,030001,38333.44,2024-08-24
S00006161,EXPORTER_00815,IMPORTER_02007,US,CA,US,310302,53338.06,2024-06-10
S00006162,EXPORTER_00231,IMPORTER_01735,IN,IN,IN,120101,27838.81,2024-06-13
S00006163,EXPORTER_00632,IMPORTER_01094,GB,IN,GB,250201,29617.91,2024-09-29
S00006164,EXPORTER_01537,IMPORTER_01737,SG,US,SG,440100,42677.55,2024-09-20
S00006165,EXPORTER_02738,IMPORTER_00724,BR,KR,BR,420300,46504.78,2024-05-05
S00006166,EXPORTER_02922,IMPORTER_00047,IL,CA,IL,100101,38251.27,2023-09-14
S00006167,EXPORTER_01092,IMPORTER_01650,CA,GB,CA,030200,26428.59,2023-11-06
S00006168,EXPORTER_00201,IMPORTER_02556,CA,DE,CA,060002,80125.9,2024-01-24
S00006169,EXPORTER_02283,IMPORTER_02961,VN,ES,VN,070200,4274.23,2023-08-03
S00006170,EXPORTER_00251,IMPORTER_02182,VN,GB,VN,460200,18949.74,2023-10-31
S00006171,EXPORTER_03767,IMPORTER_00483,TR,FR,TR,490202,38996.77,2023-07-17
S00006172,EXPORTER_00061,IMPORTER_02515,AE,KR,AE,020100,82656.09,2024-12-21
S00006173,EXPORTER_03798,IMPORTER_00494,AE,GB,AE,010000,42048.14,2023-09-28
S00006174,EXPORTER_03520,IMPORTER_00260,KR,AE,KR,440300,35660.71,2023-08-29
S00006175,EXPORTER_01955,IMPORTER_01860,JP,VN,JP,290200,62185.79,2024-06-14
S00006176,EXPORTER_03684,IMPORTER_00067,IL,DE,IL,310101,76790.48,2023-09-28
S00006177,EXPORTER_00266,IMPORTER_03506,JP,SE,JP,150401,37281.82,2024-01-24
S00006178,EXPORTER_00756,IMPORTER_01538,KR,IL,KR,070301,1755.24,2024-03-19
S00006179,EXPORTER_02296,IMPORTER_01867,MX,BR,MX,290001,64716.47,2024-12-28
S00006180,EXPORTER_01322,IMPORTER_03326,NL,ES,NL,050100,5489.11,2024-06-24
S00006181,EXPORTER_02720,IMPORTER_01314,US,JP,US,390402,39728.75,2023-02-18
S00006182,EXPORTER_03306,IMPORTER_00952,VN,BR,VN,400000,72134.57,2023-07-11
S00006183,EXPORTER_02609,IMPORTER_02706,FR,CA,FR,070001,76652.35,2023-04-17
S00006184,EXPORTER_03947,IMPORTER_01817,VN,KR,VN,190102,27789.81,2023-11-12
S00006185,EXPORTER_01612,IMPORTER_02517,IL,CA,IL,370000,24874.87,2023-08-31
S00006186,EXPORTER_01350,IMPORTER_00253,SE,CA,SE,490302,46759.64,2023-12-17
S00006187,EXPORTER_03966,IMPORTER_00937,GB,ES,GB,070300,18284.12,2023-12-11
S00006188,EXPORTER_02959,IMPORTER_00389,SG,JP,SG,060300,3336.34,2023-07-10
S00006189,EXPORTER_02976,IMPORTER_00820,MX,ES,MX,160400,21607.0,2024-09-16
S00006190,EXPORTER_03921,IMPORTER_02471,IN,NL,IN,020102,56202.5,2023-09-23
S00006191,EXPORTER_02862,IMPORTER_00157,SE,ES,SE,240300,16416.95,2023-02-19
S00006192,EXPORTER_00766,IMPORTER_02389,CA,SG,CA,140300,46009.23,2023-06-26
S00006193,EXPORTER_01168,IMPORTER_00384,SE,SE,SE,340202,56950.81,2023-06-30
S00006194,EXPORTER_03731,IMPORTER_00367,SE,TR,SE,380400,4693.93,2023-04-26
S00006195,EXPORTER_03991,IMPORTER_02356,AE,CA,AE,110402,86267.08,2024-10-23
S00006196,EXPORTER_03128,IMPORTER_00481,DE,KR,DE,160302,32226.21,2023-08-01
S00006197,EXPORTER_00402,IMPORTER_02897,IT,FR,IT,080200,22419.44,2023-04-01
S00006198,EXPORTER_02490,IMPORTER_03104,VN,KR,VN,090102,17518.61,2023-01-15
S00006199,EXPORTER_02787,IMPORTER_03100,CA,DE,CA,260400,37772.73,2023-12-28
S00006200,EXPORTER_00662,IMPORTER_03271,FR,CA,FR,390000,19226.64,2023-11-07
S00006201,EXPORTER_02784,IMPORTER_03480,JP,ES,JP,200100,26664.74,2023-01-31
S00006202,EXPORTER_02219,IMPORTER_01513,BR,NL,BR,100101,32406.01,2023-08-09
S00006203,EXPORTER_01214,IMPORTER_03606,JP,CA,JP,090201,39598.17,2023-10-04
S00006204,EXPORTER_03473,IMPORTER_00664,GB,NL,GB,020102,43554.23,2024-03-10
S00006205,EXPORTER_02074,IMPORTER_00121,NL,KR,NL,380100,42170.35,2024-04-30
S00006206,EXPORTER_02032,IMPORTER_02286,CN,VN,CN,350401,3196.4,2023-07-17
S00006207,EXPORTER_03990,IMPORTER_00840,BR,KR,BR,460301,14810.21,2023-03-09
S00006208,EXPORTER_01681,IMPORTER_03629,AE,DE,AE,390100,5555.73,2024-11-07
S00006209,EXPORTER_00798,IMPORTER_00794,GB,KR,GB,370002,27289.1,2023-11-22
S00006210,EXPORTER_00682,IMPORTER_02446,ES,JP,ES,220002,67585.63,2024-08-02
S00006211,EXPORTER_01967,IMPORTER_02014,AE,AE,AE,200300,67706.93,2024-11-02
S00006212,EXPORTER_03434,IMPORTER_03727,ES,DE,ES,290000,30797.58,2023-08-30
S00006213,EXPORTER_03053,IMPORTER_00652,CN,IN,CN,230001,23658.02,2023-11-14
S00006214,EXPORTER_01762,IMPORTER_01300,IN,JP,IN,050201,7097.91,2024-02-07
S00006215,EXPORTER_01313,IMPORTER_00244,ES,IL,ES,010402,68610.02,2023-09-17
S00006216,EXPORTER_03768,IMPORTER_03058,FR,JP,FR,450400,60622.23,2023-09-24
S00006217,EXPORTER_02437,IMPORTER_01726,IL,CA,IL,280300,46754.6,2023-10-28
S00006218,EXPORTER_01706,IMPORTER_00389,KR,VN,KR,350201,63109.71,2023-09-30
S00006219,EXPORTER_02287,IMPORTER_03340,IL,DE,IL,360001,86193.87,2024-12-24
S00006220,EXPORTER_00423,IMPORTER_02105,ES,GB,ES,200202,89598.79,2024-04-07
S00006221,EXPORTER_00739,IMPORTER_01786,CA,SE,CA,250002,22263.43,2023-05-27
S00006222,EXPORTER_03568,IMPORTER_00536,SE,DE,SE,030001,36256.61,2023-08-04
S00006223,EXPORTER_02718,IMPORTER_02241,AE,FR,AE,010401,31311.05,2023-04-06
S00006224,EXPORTER_00647,IMPORTER_00795,NL,SE,NL,180102,12213.06,2024-02-24
S00006225,EXPORTER_00456,IMPORTER_02691,IT,AE,IT,210201,10800.49,2024-10-25
S00006226,EXPORTER_01953,IMPORTER_03459,ES,JP,ES,020200,89375.05,2023-06-26
S00006227,EXPORTER_00951,IMPORTER_03340,IT,TR,IT,460202,3533.68,2023-11-16
S00006228,EXPORTER_02766,IMPORTER_03861,IL,US,IL,050102,1401.25,2024-07-13
S00006229,EXPORTER_00475,IMPORTER_02267,AE,SE,AE,010202,55148.56,2023-12-10
S00006230,EXPORTER_01657,IMPORTER_00838,KR,KR,KR,210400,63863.2,2023-05-04
S00006231,EXPORTER_03812,IMPORTER_02900,IL,CN,IL,230300,63393.83,2024-04-05
S00006232,EXPORTER_02818,IMPORTER_00307,AE,IT,AE,240101,56566.97,2023-05-31
S00006233,EXPORTER_02343,IMPORTER_00453,IN,IN,IN,110302,71415.16,2023-09-11
S00006234,EXPORTER_03919,IMPORTER_00340,BR,NL,BR,280400,60192.72,2024-06-01
S00006235,EXPORTER_01858,IMPORTER_02443,GB,SG,GB,110102,37822.48,2024-09-03
S00006236,EXPORTER_02005,IMPORTER_02940,BR,VN,BR,430101,54892.88,2024-01-08
S00006237,EXPORTER_01056,IMPORTER_03377,IL,BR,IL,210101,85963.75,2023-04-22
S00006238,EXPORTER_02897,IMPORTER_00573,IN,MX,IN,390000,87086.3,2024-12-24
S00006239,EXPORTER_02558,IMPORTER_01692,IL,IN,IL,180300,54781.43,2023-09-26
S00006240,EXPORTER_02919,IMPORTER_01256,DE,MX,DE,230002,88755.52,2024-08-28
S00006241,EXPORTER_03675,IMPORTER_01480,CA,ES,CA,260102,17088.47,2023-07-30
S00006242,EXPORTER_01076,IMPORTER_03277,TR,IL,TR,300401,17276.69,2024-05-29
S00006243,EXPORTER_03813,IMPORTER_02159,KR,VN,KR,280202,49597.98,2024-01-16
S00006244,EXPORTER_02562,IMPORTER_00690,CA,IT,CA,280002,63936.31,2024-06-28
S00006245,EXPORTER_03271,IMPORTER_00325,GB,KR,GB,250400,80753.12,2024-07-19
S00006246,EXPORTER_02444,IMPORTER_03513,VN,SG,VN,460301,65254.47,2024-02-14
S00006247,EXPORTER_00989,IMPORTER_03364,TR,CA,TR,170102,83855.87,2024-04-30
S00006248,EXPORTER_00706,IMPORTER_00733,DE,MX,DE,490200,28176.74,2024-02-05
S00006249,EXPORTER_01216,IMPORTER_03149,AE,JP,AE,110001,62317.87,2023-03-08
S00006250,EXPORTER_01974,IMPORTER_00269,JP,NL,JP,080202,24664.53,2024-04-30
S00006251,EXPORTER_03605,IMPORTER_00157,SG,CA,SG,150301,13497.83,2024-10-23
S00006252,EXPORTER_02899,IMPORTER_02961,TR,GB,TR,180002,46868.88,2024-08-12
S00006253,EXPORTER_00617,IMPORTER_03589,AE,GB,AE,480100,85842.52,2023-09-12
S00006254,EXPORTER_03687,IMPORTER_02976,NL,KR,NL,270301,78999.91,2023-06-29
S00006255,EXPORTER_01020,IMPORTER_02394,IL,CN,IL,320101,87687.6,2023-01-21
S00006256,EXPORTER_00207,IMPORTER_00763,NL,AE,NL,250202,64977.99,2024-05-11
S00006257,EXPORTER_00738,IMPORTER_00776,IT,SE,IT,170202,25767.63,2023-07-15
S00006258,EXPORTER_02824,IMPORTER_01292,VN,BR,VN,490400,33395.03,2023-10-17
S00006259,EXPORTER_02050,IMPORTER_03909,GB,SG,GB,230201,44602.36,2024-10-07
S00006260,EXPORTER_03964,IMPORTER_00580,ES,BR,ES,310102,28455.89,2023-03-12
S00006261,EXPORTER_00651,IMPORTER_01221,IL,BR,IL,070301,33210.13,2023-03-31
S00006262,EXPORTER_01934,IMPORTER_00444,CA,SG,CA,170400,12179.7,2023-03-16
S00006263,EXPORTER_01031,IMPORTER_02898,SG,GB,SG,040100,63319.68,2023-12-25
S00006264,EXPORTER_00779,IMPORTER_01980,CN,VN,CN,220401,67504.01,2023-01-26
S00006265,EXPORTER_02144,IMPORTER_00526,FR,SG,FR,370402,31395.83,2023-09-13
S00006266,EXPORTER_02836,IMPORTER_00906,FR,VN,FR,170200,11501.2,2024-10-10
S00006267,EXPORTER_01007,IMPORTER_03081,VN,KR,VN,170201,32335.36,2024-08-22
S00006268,EXPORTER_01697,IMPORTER_03827,SG,NL,SG,040101,49785.52,2024-11-20
S00006269,EXPORTER_01597,IMPORTER_03305,CA,GB,CA,120401,43693.32,2024-03-31
S00006270,EXPORTER_03905,IMPORTER_02377,IL,DE,IL,470100,751.84,2024-09-20
S00006271,EXPORTER_02010,IMPORTER_03034,VN,SE,VN,160000,47946.53,2023-03-30
S00006272,EXPORTER_03370,IMPORTER_03662,TR,ES,TR,240002,9128.64,2024-05-31
S00006273,EXPORTER_01281,IMPORTER_02455,IN,DE,IN,410000,88087.54,2023-09-24
S00006274,EXPORTER_02016,IMPORTER_00675,SE,SE,SE,030401,89127.0,2024-07-09
S00006275,EXPORTER_02861,IMPORTER_03948,IN,TR,IN,320101,81334.68,2023-02-25
S00006276,EXPORTER_02228,IMPORTER_00690,SE,TR,SE,270202,84782.69,2024-07-03
S00006277,EXPORTER_02192,IMPORTER_02202,SG,FR,SG,420402,34591.9,2023-09-27
S00006278,EXPORTER_02013,IMPORTER_02621,US,US,US,080402,48928.45,2023-12-02
S00006279,EXPORTER_00838,IMPORTER_03284,CN,ES,CN,330402,16201.06,2024-08-17
S00006280,EXPORTER_03336,IMPORTER_00499,BR,CN,BR,060200,2306.14,2024-12-19
S00006281,EXPORTER_00988,IMPORTER_03282,IT,AE,IT,310200,82584.89,2023-03-11
S00006282,EXPORTER_03548,IMPORTER_03490,GB,IL,GB,230401,29095.92,2023-07-24
S00006283,EXPORTER_01222,IMPORTER_02638,IL,NL,IL,320101,43003.94,2023-12-01
S00006284,EXPORTER_01168,IMPORTER_01157,IT,CN,IT,250400,11380.22,2023-09-02
S00006285,EXPORTER_03618,IMPORTER_03243,NL,AE,NL,260302,19160.7,2024-09-12
S00006286,EXPORTER_00129,IMPORTER_00230,JP,CN,JP,340000,33247.89,2023-04-27
S00006287,EXPORTER_01377,IMPORTER_00937,IT,FR,IT,030401,9128.54,2024-01-30
S00006288,EXPORTER_03629,IMPORTER_00523,BR,TR,BR,140300,66595.99,2023-03-12
S00006289,EXPORTER_01828,IMPORTER_03445,VN,FR,VN,370102,29618.66,2024-02-16
S00006290,EXPORTER_02449,IMPORTER_02829,ES,DE,ES,380201,42817.37,2023-04-30
S00006291,EXPORTER_00749,IMPORTER_03086,US,MX,US,410100,11897.73,2024-10-17
S00006292,EXPORTER_01391,IMPORTER_03603,DE,NL,DE,240300,24104.89,2024-07-31
S00006293,EXPORTER_00008,IMPORTER_00397,VN,TR,VN,170302,37634.41,2024-02-01
S00006294,EXPORTER_00993,IMPORTER_00058,CN,NL,CN,440201,26743.01,2024-07-05
S00006295,EXPORTER_01223,IMPORTER_00450,SG,SG,SG,240302,84130.53,2023-01-16
S00006296,EXPORTER_00325,IMPORTER_01900,SE,BR,SE,320301,77225.27,2024-07-15
S00006297,EXPORTER_03024,IMPORTER_01517,JP,GB,JP,130002,73131.39,2023-10-18
S00006298,EXPORTER_02131,IMPORTER_02983,NL,AE,NL,440102,64895.85,2023-10-08
S00006299,EXPORTER_00334,IMPORTER_02868,VN,GB,VN,010301,83655.08,2023-12-29
S00006300,EXPORTER_02167,IMPORTER_00860,US,CA,US,380202,89905.49,2024-09-12
S00006301,EXPORTER_01058,IMPORTER_02343,TR,NL,TR,040000,77794.17,2023-06-05
S00006302,EXPORTER_00275,IMPORTER_03453,GB,SE,GB,080100,74158.81,2023-09-06
S00006303,EXPORTER_02782,IMPORTER_02493,VN,SG,VN,090402,26954.25,2023-10-19
S00006304,EXPORTER_01240,IMPORTER_00573,TR,SE,TR,480100,85374.62,2024-03-08
S00006305,EXPORTER_02596,IMPORTER_03286,JP,DE,JP,250301,57983.21,2024-12-17
S00006306,EXPORTER_02821,IMPORTER_00371,MX,MX,MX,160200,16672.64,2023-04-24
S00006307,EXPORTER_02852,IMPORTER_01436,AE,CA,AE,360300,2683.97,2024-07-15
S00006308,EXPORTER_00201,IMPORTER_00038,BR,CA,BR,410300,65746.8,2023-01-31
S00006309,EXPORTER_01764,IMPORTER_00385,VN,NL,VN,080000,28659.28,2023-06-23
S00006310,EXPORTER_00252,IMPORTER_03865,AE,ES,AE,090001,63272.51,2023-04-30
S00006311,EXPORTER_03308,IMPORTER_01929,ES,AE,ES,150100,53982.21,2024-10-09
S00006312,EXPORTER_01242,IMPORTER_00687,IN,AE,IN,170002,41044.58,2024-06-11
S00006313,EXPORTER_03290,IMPORTER_02594,KR,IN,KR,070002,87295.41,2023-08-18
S00006314,EXPORTER_02336,IMPORTER_00688,SG,DE,SG,120001,42410.44,2024-05-12
S00006315,EXPORTER_02892,IMPORTER_02149,SE,SE,SE,030002,35973.59,2023-01-01
S00006316,EXPORTER_01172,IMPORTER_00810,GB,SE,GB,260000,84604.78,2024-03-27
S00006317,EXPORTER_02811,IMPORTER_01281,IT,BR,IT,280200,41369.21,2023-04-02
S00006318,EXPORTER_03796,IMPORTER_03736,AE,JP,AE,060201,51615.41,2023-04-05
S00006319,EXPORTER_02145,IMPORTER_01223,US,TR,US,200200,47418.01,2023-02-16
S00006320,EXPORTER_01957,IMPORTER_02385,IN,CA,IN,060202,36979.45,2023-07-17
S00006321,EXPORTER_00123,IMPORTER_03671,IN,DE,IN,110201,31962.42,2024-04-07
S00006322,EXPORTER_02902,IMPORTER_00730,KR,IT,KR,290201,44078.49,2024-04-16
S00006323,EXPORTER_02474,IMPORTER_02690,TR,KR,TR,440302,5337.11,2023-09-18
S00006324,EXPORTER_00819,IMPORTER_01736,KR,GB,KR,410202,63037.46,2023-01-12
S00006325,EXPORTER_03889,IMPORTER_03638,US,JP,US,150000,29115.89,2024-12-18
S00006326,EXPORTER_02219,IMPORTER_02020,SG,GB,SG,140002,1636.33,2023-04-25
S00006327,EXPORTER_02754,IMPORTER_03742,CA,VN,CA,060002,25532.74,2024-12-27
S00006328,EXPORTER_01166,IMPORTER_00133,VN,SE,VN,370100,70262.44,2023-09-16
S00006329,EXPORTER_02466,IMPORTER_03533,SE,CA,SE,190301,63057.89,2023-09-27
S00006330,EXPORTER_02625,IMPORTER_02408,NL,NL,NL,100402,28267.09,2024-03-16
S00006331,EXPORTER_03789,IMPORTER_00745,IL,SG,IL,030301,59753.27,2024-09-12
S00006332,EXPORTER_01297,IMPORTER_02061,ES,ES,ES,370300,40649.1,2024-04-02
S00006333,EXPORTER_01983,IMPORTER_03495,SE,DE,SE,180402,31202.63,2024-05-26
S00006334,EXPORTER_02140,IMPORTER_02314,VN,IN,VN,350300,79949.47,2023-09-23
S00006335,EXPORTER_02145,IMPORTER_01106,TR,SG,TR,130302,41211.75,2024-11-23
S00006336,EXPORTER_03095,IMPORTER_03510,IT,TR,IT,410401,4718.0,2024-09-29
S00006337,EXPORTER_01549,IMPORTER_03836,KR,CN,KR,330301,51862.15,2023-11-07
S00006338,EXPORTER_00771,IMPORTER_03487,FR,IT,FR,300401,2097.93,2024-03-16
S00006339,EXPORTER_02840,IMPORTER_02731,JP,AE,JP,140000,20090.47,2024-08-30
S00006340,EXPORTER_00656,IMPORTER_01450,SG,FR,SG,140000,82809.72,2024-07-04
S00006341,EXPORTER_00291,IMPORTER_03225,CA,CN,CA,060001,12292.24,2023-11-11
S00006342,EXPORTER_03476,IMPORTER_02526,SG,VN,SG,180001,73952.37,2024-03-27
S00006343,EXPORTER_02791,IMPORTER_00149,VN,NL,VN,450002,69132.92,2024-07-12
S00006344,EXPORTER_01922,IMPORTER_03970,CA,TR,CA,240400,83975.38,2023-08-25
S00006345,EXPORTER_00666,IMPORTER_01511,DE,VN,DE,120102,45609.01,2024-12-17
S00006346,EXPORTER_00861,IMPORTER_03239,JP,IN,JP,320300,70964.89,2023-11-10
S00006347,EXPORTER_02367,IMPORTER_01435,AE,ES,AE,470102,73143.89,2023-04-04
S00006348,EXPORTER_01716,IMPORTER_00875,VN,CN,VN,340300,21764.28,2023-11-06
S00006349,EXPORTER_02386,IMPORTER_03024,AE,VN,AE,260400,61350.26,2023-01-31
S00006350,EXPORTER_03053,IMPORTER_00477,JP,NL,JP,230202,72493.85,2024-02-06
S00006351,EXPORTER_01430,IMPORTER_01090,SE,AE,SE,120202,27387.64,2024-09-07
S00006352,EXPORTER_03066,IMPORTER_01415,US,IL,US,250302,83506.93,2023-10-30
S00006353,EXPORTER_01465,IMPORTER_02844,TR,CN,TR,390300,86050.66,2023-01-02
S00006354,EXPORTER_02527,IMPORTER_00071,JP,AE,JP,110001,66567.73,2023-04-30
S00006355,EXPORTER_01579,IMPORTER_00795,IT,NL,IT,170400,46452.88,2024-08-14
S00006356,EXPORTER_02617,IMPORTER_01697,FR,KR,FR,410301,33879.23,2023-01-17
S00006357,EXPORTER_00109,IMPORTER_01546,AE,KR,AE,380301,9549.88,2023-08-04
S00006358,EXPORTER_00798,IMPORTER_03039,TR,BR,TR,430101,65332.12,2024-08-01
S00006359,EXPORTER_00616,IMPORTER_03618,CA,GB,CA,210201,48810.2,2023-09-19
S00006360,EXPORTER_00041,IMPORTER_00978,KR,MX,KR,490201,1712.69,2024-04-29
S00006361,EXPORTER_01125,IMPORTER_01785,TR,JP,TR,010200,25433.01,2024-10-05
S00006362,EXPORTER_00109,IMPORTER_02691,CN,MX,CN,410001,51550.48,2023-08-07
S00006363,EXPORTER_02294,IMPORTER_00309,ES,IT,ES,180300,85314.77,2024-02-16
S00006364,EXPORTER_00176,IMPORTER_01715,NL,IT,NL,450301,41476.66,2024-08-22
S00006365,EXPORTER_01375,IMPORTER_01986,VN,SG,VN,090002,65027.9,2024-05-04
S00006366,EXPORTER_00563,IMPORTER_03632,IN,AE,IN,340302,70138.48,2023-11-20
S00006367,EXPORTER_02367,IMPORTER_01377,AE,TR,AE,250401,84433.28,2024-10-02
S00006368,EXPORTER_03893,IMPORTER_03281,SG,VN,SG,080402,89978.1,2023-07-16
S00006369,EXPORTER_01111,IMPORTER_00154,AE,SE,AE,230100,73387.41,2023-06-28
S00006370,EXPORTER_03535,IMPORTER_00432,DE,DE,DE,070301,80614.82,2023-11-15
S00006371,EXPORTER_00054,IMPORTER_02342,US,IN,US,420302,26762.84,2024-01-28
S00006372,EXPORTER_00267,IMPORTER_00283,CA,ES,CA,070201,89220.31,2024-09-21
S00006373,EXPORTER_01743,IMPORTER_01841,DE,ES,DE,310300,86654.89,2023-06-04
S00006374,EXPORTER_03181,IMPORTER_00264,SG,SE,SG,100200,62115.01,2023-11-14
S00006375,EXPORTER_03790,IMPORTER_00648,ES,MX,ES,050300,4413.42,2023-12-26
S00006376,EXPORTER_03593,IMPORTER_02831,TR,TR,TR,370401,78070.53,2024-06-22
S00006377,EXPORTER_03609,IMPORTER_03083,ES,SG,ES,300101,48768.71,2023-04-01
S00006378,EXPORTER_02766,IMPORTER_01061,FR,IN,FR,150002,19194.77,2023-06-29
S00006379,EXPORTER_03412,IMPORTER_02492,SG,AE,SG,220100,63047.25,2024-06-21
S00006380,EXPORTER_03270,IMPORTER_03434,KR,GB,KR,210202,84854.46,2024-01-23
S00006381,EXPORTER_00600,IMPORTER_00140,KR,US,KR,420301,25456.4,2023-10-06
S00006382,EXPORTER_02912,IMPORTER_03437,IT,CA,IT,240000,33175.6,2023-04-17
S00006383,EXPORTER_00334,IMPORTER_00664,BR,US,BR,220102,66926.62,2023-10-20
S00006384,EXPORTER_00633,IMPORTER_02950,KR,KR,KR,250102,16725.4,2024-06-05
S00006385,EXPORTER_01789,IMPORTER_00908,MX,ES,MX,170401,4887.25,2024-07-25
S00006386,EXPORTER_00006,IMPORTER_03822,VN,AE,VN,190401,30858.59,2023-09-14
S00006387,EXPORTER_01991,IMPORTER_02642,IL,ES,IL,290201,71288.46,2024-07-25
S00006388,EXPORTER_02124,IMPORTER_02534,ES,NL,ES,060102,30435.51,2023-09-30
S00006389,EXPORTER_00404,IMPORTER_00547,ES,BR,ES,410200,48674.56,2023-01-01
S00006390,EXPORTER_00719,IMPORTER_03029,IL,SG,IL,460002,50954.32,2023-04-12
S00006391,EXPORTER_00341,IMPORTER_02257,CA,BR,CA,480200,49130.09,2023-06-02
S00006392,EXPORTER_02519,IMPORTER_00703,VN,FR,VN,080100,70838.37,2024-05-17
S00006393,EXPORTER_03313,IMPORTER_02087,FR,TR,FR,270200,5557.71,2024-10-18
S00006394,EXPORTER_00247,IMPORTER_00051,DE,IT,DE,490200,70368.3,2024-01-12
S00006395,EXPORTER_02605,IMPORTER_00464,SG,IT,SG,100002,50737.58,2024-06-12
S00006396,EXPORTER_01714,IMPORTER_01366,JP,JP,JP,410401,48830.26,2023-11-30
S00006397,EXPORTER_01305,IMPORTER_00650,US,SE,US,050101,60962.6,2024-12-07
S00006398,EXPORTER_01151,IMPORTER_03221,CA,VN,CA,450300,27281.12,2023-10-18
S00006399,EXPORTER_00028,IMPORTER_03309,BR,TR,BR,440301,12764.96,2024-04-24
S00006400,EXPORTER_02933,IMPORTER_02842,BR,MX,BR,290102,55309.48,2024-05-30
S00006401,EXPORTER_02879,IMPORTER_01932,CN,FR,CN,010200,86925.34,2023-11-05
S00006402,EXPORTER_03042,IMPORTER_00951,FR,IL,FR,160202,16676.0,2023-01-09
S00006403,EXPORTER_01902,IMPORTER_00044,TR,IT,TR,080000,15101.88,2023-11-16
S00006404,EXPORTER_00273,IMPORTER_02397,IN,SG,IN,200402,9805.26,2023-12-19
S00006405,EXPORTER_00047,IMPORTER_01451,US,CA,US,350100,70813.75,2023-02-14
